stop_id,stop_name,stop_lat,stop_lon,stop_desc
1448,Dunbar / Grand Valley,43.387988,-80.341603,EasyGO1448
1449,Dunbar / St. George,43.38761,-80.337572,EasyGO1449
1450,Dunbar / Pine,43.387988,-80.335522,EasyGO1450
1451,Dunbar / Eastdowns,43.388338,-80.333547,EasyGO1451
1452,Dunbar / Biscayne,43.388732,-80.331053,EasyGO1452
1453,Dunbar / Briarwood,43.389923,-80.326677,EasyGO1453
1454,Dunbar / Hespeler,43.390347,-80.324058,EasyGO1454
1455,King / Westminster,43.396073,-80.358562,EasyGO1455
1456,Smartcentres Cambridge,43.4117,-80.323612,EasyGO1456
1457,Smartcentres South,43.410248,-80.322898,EasyGO1457
1458,Hespeler / Eagle,43.406692,-80.327903,EasyGO1458
1459,588 Hespeler Rd.,43.404173,-80.327063,EasyGO1459
1460,Hespeler / Wauchope,43.381163,-80.319957,EasyGO1460
1461,Hespeler / Wilmot,43.379808,-80.319585,EasyGO1461
1462,Hespeler / Jaffray,43.377242,-80.319012,EasyGO1462
1463,Water / Augusta,43.372382,-80.318462,EasyGO1463
1464,Galt C.I.,43.36981,-80.317463,EasyGO1464
1465,Ainslie / Simcoe,43.364768,-80.3143,EasyGO1465
1466,Ainslie / Park Hill,43.362708,-80.314153,EasyGO1466
1467,Ainslie / Dickson,43.359987,-80.313678,EasyGO1467
1468,Ainslie / Dickson,43.360054,-80.313507,EasyGO1468
1469,Ainslie / Colborne,43.361892,-80.313522,EasyGO1469
1470,Ainslie / Park Hill,43.363688,-80.314085,EasyGO1470
1471,Ainslie / Market,43.365565,-80.314563,EasyGO1471
1472,Water / Samuelson,43.3687,-80.316888,EasyGO1472
1473,Galt C.I.,43.37064,-80.317547,EasyGO1473
1474,Water / Todd,43.372143,-80.318095,EasyGO1474
1475,Hespeler / Avenue,43.376922,-80.31854,EasyGO1475
1476,167 Hespeler Rd.,43.381383,-80.31968,EasyGO1476
1477,Hespeler / Bishop,43.395792,-80.323905,EasyGO1477
1478,499 Hespeler Rd.,43.398573,-80.324797,EasyGO1478
1479,Hespeler / Langs,43.400472,-80.325418,EasyGO1479
1480,561 Hespeler Rd.,43.403548,-80.326417,EasyGO1480
1481,Hespeler / Eagle,43.407278,-80.327625,EasyGO1481
1482,Smartcentres South,43.410387,-80.322738,EasyGO1482
1483,Smartcentres Cambridge,43.411678,-80.324663,EasyGO1483
1484,Franklin / Holiday Inn,43.41744,-80.310437,EasyGO1484
1485,Franklin / Pinebush,43.411118,-80.308485,EasyGO1485
1486,Franklin / Stafford,43.40794,-80.307512,EasyGO1486
1487,Franklin / Sheldon,43.406523,-80.307098,EasyGO1487
1488,Franklin / Turnbull,43.403475,-80.3061,EasyGO1488
1489,Franklin / Raglin,43.40088,-80.30528,EasyGO1489
1490,Franklin / Bishop,43.397657,-80.30425,EasyGO1490
1491,Franklin / Elgin,43.3912,-80.302187,EasyGO1491
1492,Franklin / Glamis,43.385592,-80.301185,EasyGO1492
1493,Path To The Greenway,43.383278,-80.300255,EasyGO1493
1494,Franklin / Avenue,43.380067,-80.29899,EasyGO1494
1495,Franklin / Athlone,43.375257,-80.297082,EasyGO1495
1496,Clyde / Bluerock,43.371453,-80.293852,EasyGO1496
1497,Clyde / Bluerock,43.372542,-80.29021,EasyGO1497
1498,Clyde / Dobbie,43.373138,-80.28708,EasyGO1498
1499,Dobbie / Clyde,43.372852,-80.285292,EasyGO1499
1500,Dobbie / Orion,43.370223,-80.284273,EasyGO1500
1501,Dobbie / Savage,43.367803,-80.28335,EasyGO1501
1502,100 Savage Dr.,43.366552,-80.286278,EasyGO1502
1503,Franklin / Hilltop,43.364747,-80.29189,EasyGO1503
1504,Franklin / Mclaren,43.361673,-80.290613,EasyGO1504
1505,South Cambridge Shopping Ctr,43.3579,-80.289672,EasyGO1505
1506,Main / Alexander,43.357147,-80.293797,EasyGO1506
1507,Main / Elgin,43.356593,-80.296798,EasyGO1507
1508,Concession / Scrimger,43.355848,-80.301208,EasyGO1508
1509,Concession / Peck,43.355378,-80.304092,EasyGO1509
1510,Concession / Cameron,43.354863,-80.307122,EasyGO1510
1511,Ainslie Street Terminal,43.357171,-80.313522,EasyGO1511
1512,Ainslie Street Terminal,43.357334,-80.3135,EasyGO1512
1513,Ainslie Street Terminal,43.3575,-80.31348,EasyGO1513
1514,Ainslie Street Terminal,43.357659,-80.313456,EasyGO1514
1516,Ainslie Street Terminal,43.357626,-80.312972,EasyGO1516
1517,Ainslie Street Terminal,43.357581,-80.31275,EasyGO1517
1518,Ainslie Street Terminal,43.357407,-80.312815,EasyGO1518
1519,Ainslie Street Terminal,43.357276,-80.312954,EasyGO1519
1520,Ainslie Street Terminal,43.35713,-80.313083,EasyGO1520
1521,Ainslie Street Terminal,43.357017,-80.313194,EasyGO1521
1522,Ainslie Street Terminal,43.356965,-80.313486,EasyGO1522
1523,Ainslie / Walnut,43.355458,-80.314012,EasyGO1523
1524,Concession / Cameron,43.354693,-80.30764,EasyGO1524
1525,Concession / Peck,43.3553,-80.303903,EasyGO1525
1526,Concession / Scrimger,43.355722,-80.301545,EasyGO1526
1527,Main / Alexander,43.357055,-80.293553,EasyGO1527
1528,South Cambridge Shopping Ctr,43.357723,-80.28973,EasyGO1528
1529,Franklin / Moorefield,43.363012,-80.291022,EasyGO1529
1530,Franklin / Savage,43.364967,-80.291768,EasyGO1530
1531,55 Savage Dr.,43.365943,-80.288943,EasyGO1531
1532,111 Savage Dr.,43.366588,-80.285746,EasyGO1532
1533,Dobbie / Savage,43.367997,-80.283285,EasyGO1533
1534,Dobbie / Orion,43.369698,-80.283968,EasyGO1534
1535,Dobbie / Clyde,43.373213,-80.285338,EasyGO1535
1536,Clyde / Dobbie,43.373417,-80.286378,EasyGO1536
1537,Clyde / Bluerock,43.372567,-80.29067,EasyGO1537
1538,Clyde / Franklin,43.371447,-80.294337,EasyGO1538
1539,Franklin / Athlone,43.375732,-80.297143,EasyGO1539
1540,Franklin / Avenue,43.381108,-80.29918,EasyGO1540
1541,Franklin / Robson,43.385247,-80.300802,EasyGO1541
1542,Franklin / Saginaw,43.392358,-80.302303,EasyGO1542
1543,Franklin / Lindsay,43.396343,-80.303648,EasyGO1543
1544,Franklin / Bishop,43.39893,-80.304452,EasyGO1544
1545,Franklin / Raglin,43.40122,-80.305217,EasyGO1545
1546,Franklin / Turnbull,43.403633,-80.305995,EasyGO1546
1547,Franklin / Sheldon,43.405675,-80.306625,EasyGO1547
1548,Franklin / Stafford,43.407877,-80.307348,EasyGO1548
1549,Franklin / Pinebush,43.410413,-80.30808,EasyGO1549
1550,Franklin / Holiday Inn,43.417307,-80.310245,EasyGO1550
1551,Fairview Park Terminal,43.423214,-80.441326,EasyGO1551
1552,Fairview Park Terminal,43.423105,-80.441178,EasyGO1552
1553,Fairview Park Terminal,43.422908,-80.440976,EasyGO1553
1554,Fairview Park Terminal,43.423019,-80.441131,EasyGO1554
1555,Fairview Park Terminal,43.42313,-80.441286,EasyGO1555
1556,Fairview Park Terminal,43.423247,-80.441435,EasyGO1556
1557,Fairview Park Terminal,43.423055,-80.440865,EasyGO1557
1558,Fairview Park Terminal,43.423331,-80.441231,EasyGO1558
1559,Kingsway / Wilson,43.423065,-80.44293,EasyGO1559
1560,385 Fairway Rd.,43.421352,-80.440673,EasyGO1560
1561,Fairway / King,43.428238,-80.432223,EasyGO1561
1562,3065 King St. E.,43.427665,-80.429757,EasyGO1562
1563,3227 King St. E.,43.426163,-80.425108,EasyGO1563
1564,King / Hofstetter,43.425722,-80.423122,EasyGO1564
1565,King / River,43.425118,-80.419762,EasyGO1565
1566,King / Riverbank,43.419578,-80.409172,EasyGO1566
1567,King / Deer Ridge,43.410622,-80.399815,EasyGO1567
1568,Sportsworld Crossing,43.408463,-80.396352,EasyGO1568
1569,Sportsworld Crossing,43.40941194,-80.39307702,EasyGO1569
1570,Sportsworld Crossing,43.40922684,-80.39381845,EasyGO1570
1571,Sportsworld Crossing,43.40898556,-80.3938566,EasyGO1571
1573,Gateway Park / Sportsworld,43.407827,-80.391363,EasyGO1573
1574,Tu Lane / Gateway Park,43.406267,-80.38917,EasyGO1574
1575,Shantz Hill / Preston Pkwy.,43.399647,-80.375538,EasyGO1575
1576,Preston / Linden,43.399365,-80.376857,EasyGO1576
1577,Preston / Kiwanis Village,43.39853,-80.377978,EasyGO1577
1578,Preston / Parkview,43.396447,-80.377657,EasyGO1578
1579,Preston / Hillview,43.394808,-80.37774,EasyGO1579
1580,Preston / Woods,43.391887,-80.377486,EasyGO1580
1581,Preston / Fountain,43.39084,-80.375315,EasyGO1581
1582,Fountain / Bauman,43.395375,-80.373453,EasyGO1582
1583,Fountain / Shantz Hill,43.397713,-80.371205,EasyGO1583
1584,King / Fountain,43.399824,-80.368443,EasyGO1584
1585,King / Chopin,43.399033,-80.364447,EasyGO1585
1586,King / Waterloo,43.397257,-80.361195,EasyGO1586
1587,King / Westminster,43.395625,-80.358055,EasyGO1587
1588,King / Lowther,43.39418,-80.355288,EasyGO1588
1589,King / Dolph,43.39296747,-80.352948,EasyGO1589
1591,King / Bishop,43.38979,-80.346618,EasyGO1591
1592,King / Brower,43.388738,-80.344435,EasyGO1592
1593,King / Blue Heron,43.38769,-80.342343,EasyGO1593
1594,Coronation / Oriole,43.385672,-80.33928,EasyGO1594
1595,Coronation / Blue Heron,43.383617,-80.336123,EasyGO1595
1596,Galt Country Club,43.380667,-80.331128,EasyGO1596
1597,Cambridge Memorial Hospital,43.378437,-80.327413,EasyGO1597
1598,Coronation / Islandview,43.37691,-80.324802,EasyGO1598
1599,Coronation / Wright,43.374763,-80.32115,EasyGO1599
1600,Dundas / Haddington,43.372232,-80.316883,EasyGO1600
1601,Dundas / Hopeton,43.370457,-80.313927,EasyGO1601
1602,Dundas / Cambridge,43.3674,-80.3089,EasyGO1602
1603,Dundas / Beverly,43.3659,-80.3063,EasyGO1603
1604,Beverly / Kerr,43.363,-80.3089,EasyGO1604
1605,Wellington / Main,43.359238,-80.31141,EasyGO1605
1606,Beverly / Kerr,43.36199,-80.309622,EasyGO1606
1607,Beverly / Mill Creek Trail,43.364605,-80.307198,EasyGO1607
1608,Dundas / Grantham,43.366263,-80.306508,EasyGO1608
1609,Dundas / Cambridge,43.367545,-80.308725,EasyGO1609
1610,Dundas / Roxboro,43.370595,-80.313938,EasyGO1610
1611,Dundas / Jarvis,43.372242,-80.316608,EasyGO1611
1612,Coronation / Grandview,43.374147,-80.31965,EasyGO1612
1613,Coronation / Goldie,43.375533,-80.321978,EasyGO1613
1614,Coronation / Oliver,43.378152,-80.326393,EasyGO1614
1615,Cambridge Memorial Hospital,43.379688,-80.3289,EasyGO1615
1616,697 Coronation Blvd.,43.38102377,-80.33117177,EasyGO1616
1617,Coronation / Highland,43.382493,-80.333703,EasyGO1617
1618,Coronation / Blue Heron,43.38386,-80.335978,EasyGO1618
1619,Coronation / Oriole,43.385793,-80.338892,EasyGO1619
1620,King / Concession,43.387912,-80.342513,EasyGO1620
1621,King / Brower,43.388777,-80.344222,EasyGO1621
1622,King / Bishop,43.389973,-80.346597,EasyGO1622
1623,King / Montrose,43.391738,-80.35012,EasyGO1623
1624,King / Dolph,43.393177,-80.352915,EasyGO1624
1625,King / Lowther,43.394625,-80.355777,EasyGO1625
1626,King / Waterloo,43.397458,-80.361245,EasyGO1626
1627,King / Chopin,43.399072,-80.364283,EasyGO1627
1628,King / Fountain,43.399956,-80.368,EasyGO1628
1629,Fountain / Bauman,43.396142,-80.372962,EasyGO1629
1630,Preston / Fountain,43.390994,-80.375489,EasyGO1630
1631,Preston / Woods,43.392152,-80.377388,EasyGO1631
1632,Preston / Hillview,43.39467,-80.37765,EasyGO1632
1633,Preston / Parkview,43.397282,-80.377938,EasyGO1633
1634,Preston / Linden,43.399225,-80.37618,EasyGO1634
1635,Shantz Hill / Preston Pkwy.,43.399963,-80.375685,EasyGO1635
1636,Gateway Park / King,43.40583,-80.38609,EasyGO1636
1637,Gateway Park / Tu Lane,43.407668,-80.389818,EasyGO1637
1638,Gateway Park / Sportsworld,43.408103,-80.392465,EasyGO1638
1639,Sportsworld Crossing / King,43.409681,-80.397334,EasyGO1639
1640,King / Deer Ridge,43.41073,-80.399583,EasyGO1640
1641,King / Riverbank,43.420108,-80.40927,EasyGO1641
1642,Freeport Health Centre,43.424093,-80.412268,EasyGO1642
1643,King / River,43.425278,-80.419993,EasyGO1643
1644,King / Hofstetter,43.425752,-80.422578,EasyGO1644
1645,King / Heffner Crt.,43.426765,-80.426583,EasyGO1645
1646,King / Fairway,43.428268,-80.431093,EasyGO1646
1647,Freeport Health Centre,43.426027,-80.413402,EasyGO1647
1648,Morrison / Grand River,43.427855,-80.414458,EasyGO1648
1649,Path To Morrison Park,43.42999,-80.416372,EasyGO1649
1650,Morrison / Grand River,43.432092,-80.414592,EasyGO1650
1651,Quinte / Morrison,43.4336,-80.415405,EasyGO1651
1652,Morrison / Quinte,43.43117,-80.416263,EasyGO1652
1653,Path To Morrison Park,43.429848,-80.416362,EasyGO1653
1655,Grand River / Underhill,43.427755,-80.415438,EasyGO1655
1656,Grand River / River,43.42691,-80.419143,EasyGO1656
1657,Morgan / River,43.42768,-80.420965,EasyGO1657
1658,Morgan / Greendale,43.42733,-80.424747,EasyGO1658
1659,Morgan / Southill,43.428218,-80.427607,EasyGO1659
1660,Morgan / Fairway,43.429699,-80.430819,EasyGO1660
1661,Kingsway / Wilson,43.422813,-80.443038,EasyGO1661
1662,River / Fairway,43.434922,-80.428513,EasyGO1662
1663,River / Kinzie,43.436887,-80.430715,EasyGO1663
1664,River / Old Chicopee,43.439122,-80.43306,EasyGO1664
1665,River / Rennie,43.44311,-80.43899,EasyGO1665
1666,River / Kenora,43.444358,-80.440063,EasyGO1666
1667,Stanley Park Mall Terminal,43.448908,-80.444078,EasyGO1667
1668,Stanley Park Mall Terminal,43.448932,-80.44384,EasyGO1668
1669,Ottawa / River,43.450973,-80.443898,EasyGO1669
1670,Ottawa / Montcalm,43.452812,-80.438582,EasyGO1670
1671,Ottawa / Mcgee,43.453983,-80.435153,EasyGO1671
1672,Ottawa / Lackner,43.457883,-80.4312,EasyGO1672
1673,Keewatin / Ottawa,43.461025,-80.4278,EasyGO1673
1674,Keewatin / Stanmore,43.463098,-80.430055,EasyGO1674
1675,Keewatin / Dunnigan,43.463783,-80.432567,EasyGO1675
1676,Keewatin / Lackner,43.465118,-80.436453,EasyGO1676
1677,Path To Georgian,43.468475,-80.438675,EasyGO1677
1678,Lackner / Victoria,43.470897,-80.44066,EasyGO1678
1679,Victoria / Smetana,43.470813,-80.44442,EasyGO1679
1680,Natchez / Rothsay,43.468148,-80.448738,EasyGO1680
1681,Natchez / Matthew,43.465643,-80.44647,EasyGO1681
1682,Halifax / Natchez,43.463528,-80.445557,EasyGO1682
1683,Halifax / Confederation,43.461787,-80.445658,EasyGO1683
1684,Confederation / Lorraine,43.460242,-80.442412,EasyGO1684
1685,Lorraine / Heritage,43.460782,-80.439733,EasyGO1685
1686,Keewatin / Lackner,43.464982,-80.436105,EasyGO1686
1687,Keewatin / Glencliffe,43.463475,-80.431728,EasyGO1687
1688,Keewatin / Ottawa,43.460802,-80.42782,EasyGO1688
1689,Ottawa / Shaftsbury,43.454482,-80.434392,EasyGO1689
1690,Ottawa / Mcgee,43.453987,-80.435492,EasyGO1690
1691,Ottawa / Montcalm,43.45284,-80.438895,EasyGO1691
1692,Ottawa / Breckenridge,43.451828,-80.441787,EasyGO1692
1693,River / Rennie,43.442938,-80.439112,EasyGO1693
1694,River / Old Chicopee,43.438962,-80.433197,EasyGO1694
1695,River / Kinzie,43.436615,-80.43066,EasyGO1695
1696,River / Fairway,43.434643,-80.42857,EasyGO1696
1697,Wilson / Fairway,43.420553,-80.44274,EasyGO1697
1698,Wilson / Webster,43.416237,-80.442388,EasyGO1698
1699,Wilson/Kuntz Electroplating,43.413463,-80.442477,EasyGO1699
1700,Wilson / Wabanaki,43.41116,-80.442052,EasyGO1700
1701,Wabanaki / Kevco,43.409202,-80.442243,EasyGO1701
1702,Wabanaki / Manitou,43.40829,-80.447465,EasyGO1702
1703,Manitou / Sasaga,43.407097,-80.448785,EasyGO1703
1704,421 Manitou Dr.,43.404088,-80.448362,EasyGO1704
1705,Manitou / Cayuga,43.401483,-80.447778,EasyGO1705
1706,Doon Village / Millwood,43.398035,-80.446822,EasyGO1706
1707,Doon Village / Wheatfield Park,43.393467,-80.443803,EasyGO1707
1708,Doon Village / Bechtel,43.391789,-80.440746,EasyGO1708
1709,Bechtel / Pathfinder,43.390492,-80.443025,EasyGO1709
1710,Bechtel / Anvil,43.389977,-80.444883,EasyGO1710
1711,Bechtel / Wheatfield,43.389722,-80.449372,EasyGO1711
1712,Pioneer / Black Walnut,43.39157,-80.45046,EasyGO1712
1713,Pioneer / Vintage,43.39387288,-80.44854688,EasyGO1713
1714,Pioneer / Doon Village,43.39528,-80.445152,EasyGO1714
1715,Pioneer / Upper Canada,43.393938,-80.441627,EasyGO1715
1717,Pioneer/Old Carriage,43.394266,-80.433365,EasyGO1717
1718,Pioneer / Homer Watson,43.395605,-80.43151,EasyGO1718
1719,Green Valley / Pioneer,43.396097,-80.429912,EasyGO1719
1720,Green Valley / Arrowhead,43.395152,-80.426995,EasyGO1720
1721,Green Valley / Mill Park,43.395893,-80.42589,EasyGO1721
1722,Old Mill / Roos,43.394292,-80.417852,EasyGO1722
1723,Old Mill / Pinnacle,43.393372,-80.414295,EasyGO1723
1724,Pinnacle / Amherst,43.392182,-80.414307,EasyGO1724
1725,Pinnacle / Doon Valley,43.389872,-80.415377,EasyGO1725
1726,Doon Valley / Pinnacle,43.3898,-80.414374,EasyGO1726
1727,Doon Valley / Conestoga,43.390815,-80.41018,EasyGO1727
1728,Conestoga College Entrance,43.388705,-80.41127,EasyGO1728
1729,Conestoga College Residence,43.38523,-80.412057,EasyGO1729
1731,Conestoga College Rec Centre,43.389633,-80.408063,EasyGO1731
1732,Conestoga College Door 3,43.390297,-80.403508,EasyGO1732
1733,Conestoga College Daycare,43.391965,-80.404124,EasyGO1733
1734,Doon Valley / Orchard Mill,43.391205,-80.409805,EasyGO1734
1735,Doon Valley / Pinnacle,43.390217,-80.413482,EasyGO1735
1736,Pinnacle / Doon Valley,43.390028,-80.415297,EasyGO1736
1737,Pinnacle / Amherst,43.391403,-80.414752,EasyGO1737
1738,Pinnacle / Old Mill,43.393325,-80.414135,EasyGO1738
1739,Old Mill / Roos,43.394223,-80.417507,EasyGO1739
1740,Green Valley / Mill Park,43.395973,-80.426068,EasyGO1740
1741,Green Valley / Arrowhead,43.395543,-80.428302,EasyGO1741
1742,Green Valley / Pioneer,43.396107,-80.429745,EasyGO1742
1743,Pioneer / Homer Watson,43.395648,-80.431635,EasyGO1743
1744,Pioneer / Old Carriage,43.394285,-80.433662,EasyGO1744
1745,Pioneer / Bechtel,43.393533,-80.436891,EasyGO1745
1746,Pioneer / Bechtel,43.393663,-80.43698,EasyGO1746
1747,Pioneer / Upper Canada,43.39412,-80.441705,EasyGO1747
1748,Pioneer / Doon Village,43.395327,-80.44554,EasyGO1748
1749,Pioneer / Perin,43.39428,-80.44828,EasyGO1749
1750,Pioneer / Black Walnut,43.391645,-80.450683,EasyGO1750
1751,Bechtel / Sabrina,43.389137,-80.448528,EasyGO1751
1752,Bechtel / Anvil,43.389998,-80.444377,EasyGO1752
1753,Doon Village / Bechtel,43.391897,-80.440588,EasyGO1753
1754,Doon Village / Wheatfield Park,43.393583,-80.443617,EasyGO1754
1755,Doon Village / Farrier,43.398292,-80.446698,EasyGO1755
1756,Manitou / Cayuga,43.40185,-80.447687,EasyGO1756
1757,334 Manitou Dr.,43.405483,-80.448345,EasyGO1757
1758,Manitou / Wabanaki,43.406957,-80.448535,EasyGO1758
1759,Wabanaki / Kevco,43.40878,-80.443455,EasyGO1759
1760,Wabanaki / Wilson,43.409265,-80.441278,EasyGO1760
1761,Wilson / Wabanaki,43.410893,-80.441718,EasyGO1761
1762,Wilson /Kuntz Electroplating,43.413472,-80.442312,EasyGO1762
1763,Wilson / Goodrich,43.415405,-80.44227,EasyGO1763
1764,Wilson / Fairway,43.420792,-80.442552,EasyGO1764
1765,Forest Glen Terminal,43.41392,-80.478842,EasyGO1765
1766,Forest Glen Terminal,43.414117,-80.478895,EasyGO1766
1767,Forest Glen Terminal,43.414263,-80.478952,EasyGO1767
1768,Forest Glen Terminal,43.414458,-80.479017,EasyGO1768
1769,Forest Glen Terminal,43.414385,-80.478892,EasyGO1769
1770,Forest Glen Terminal,43.414213,-80.47885,EasyGO1770
1771,Forest Glen Terminal,43.414052,-80.478805,EasyGO1771
1772,Forest Glen Terminal,43.41389,-80.47875,EasyGO1772
1773,Strasburg / Old Country,43.410878,-80.476208,EasyGO1773
1774,Strasburg / Bleams,43.407405,-80.475148,EasyGO1774
1775,Strasburg / Bleams,43.406412,-80.47482,EasyGO1775
1776,Strasburg / Shoemaker,43.405623,-80.474402,EasyGO1776
1777,Mcintyre / Strasburg,43.404475,-80.474385,EasyGO1777
1778,Mcintyre / Mcbrine,43.403002,-80.477342,EasyGO1778
1779,222 Mcintyre Dr.,43.402877,-80.480323,EasyGO1779
1780,Mcintyre / Trillium,43.403457,-80.485038,EasyGO1780
1781,Trillium / Washburn,43.401057,-80.485467,EasyGO1781
1782,Trillium / Natural Area,43.398945,-80.482102,EasyGO1782
1783,680 Trillium Dr.,43.39894,-80.477368,EasyGO1783
1784,Trillium / Mcbrine,43.399795,-80.473807,EasyGO1784
1785,Trillium / Strasburg,43.400977,-80.468495,EasyGO1785
1786,Trillium / Shoemaker,43.401607,-80.466172,EasyGO1786
1787,Trillium / Adam Ferrie,43.402248,-80.463315,EasyGO1787
1788,Trillium / Steckle,43.402697,-80.460638,EasyGO1788
1789,Trillium / Trillium Park,43.399867,-80.459253,EasyGO1789
1790,End Of Groff Place,43.398735,-80.460748,EasyGO1790
1791,Trillium / Groff,43.399208,-80.458852,EasyGO1791
1792,Trillium / Steckle,43.40222,-80.459793,EasyGO1792
1793,Trillium / Adam Ferrie,43.402553,-80.462397,EasyGO1793
1794,Trillium / Shoemaker,43.401727,-80.466235,EasyGO1794
1795,Trillium / Strasburg,43.401035,-80.468637,EasyGO1795
1796,Trillium / Mcbrine,43.400003,-80.473257,EasyGO1796
1797,640 Trillium Dr.,43.399333,-80.476195,EasyGO1797
1798,830 Trillium Dr.,43.39905,-80.482147,EasyGO1798
1799,Trillium / Washburn,43.401493,-80.485648,EasyGO1799
1800,Mcintyre / Trillium,43.403293,-80.484252,EasyGO1800
1801,221 Mcintyre Dr.,43.402755,-80.480038,EasyGO1801
1802,Mcintyre / Mcbrine,43.403057,-80.476862,EasyGO1802
1803,Mcintyre / Strasburg,43.404472,-80.474062,EasyGO1803
1804,Strasburg / Mcintyre,43.404182,-80.473435,EasyGO1804
1805,Strasburg / Trillium,43.401755,-80.468572,EasyGO1805
1806,Strasburg / Battler,43.398638,-80.467535,EasyGO1806
1807,Huron Heights S.S.,43.394628,-80.46794,EasyGO1807
1808,Strasburg / Huron,43.3926,-80.466775,EasyGO1808
1809,Battler / Old Huron,43.39597,-80.461437,EasyGO1809
1810,Old Huron / Maxwell,43.39721,-80.457932,EasyGO1810
1811,Biehn / Carlyle,43.396023,-80.4555,EasyGO1811
1812,Biehn / Maxwell,43.3944,-80.455552,EasyGO1812
1813,Biehn / Marl Meadow,43.392182,-80.455908,EasyGO1813
1814,Biehn / Kilkerran,43.389415,-80.456202,EasyGO1814
1815,Biehn / Kilkerran,43.38639,-80.456198,EasyGO1815
1816,End Of Biehn Dr.,43.385542,-80.458825,EasyGO1816
1817,Biehn / Caryndale,43.386713,-80.455763,EasyGO1817
1818,Biehn / Robertson,43.389403,-80.456042,EasyGO1818
1819,Biehn / Marl Meadow,43.391372,-80.455957,EasyGO1819
1820,Black Walnut / Biehn,43.393135,-80.455148,EasyGO1820
1821,Black Walnut Place,43.392528,-80.45336,EasyGO1821
1822,Black Walnut / Pioneer,43.39136,-80.450672,EasyGO1822
1823,Bechtel / Doon Village,43.391957,-80.439926,EasyGO1823
1824,Pioneer / Old Carriage,43.3939,-80.434227,EasyGO1824
1825,Old Carriage Crt.,43.392087,-80.432585,EasyGO1825
1826,100 Old Carriage Dr.,43.391312,-80.431097,EasyGO1826
1827,Old Carriage/Homer Watson,43.390953,-80.427853,EasyGO1827
1828,Old Carriage/Homer Watson,43.391018,-80.428047,EasyGO1828
1829,119 Old Carriage Dr.,43.391498,-80.431277,EasyGO1829
1830,Old Carriage/Pioneer,43.393693,-80.433307,EasyGO1830
1831,Bechtel / Doon Village,43.391832,-80.440417,EasyGO1831
1832,Black Walnut / Pioneer,43.391513,-80.451182,EasyGO1832
1833,Black Walnut / Carlyle,43.392792,-80.453572,EasyGO1833
1834,Black Walnut / Biehn,43.393253,-80.455257,EasyGO1834
1835,Biehn / Carlyle,43.39548,-80.455363,EasyGO1835
1836,Biehn / Old Huron,43.397163,-80.455622,EasyGO1836
1837,Old Huron / Maxwell,43.397262,-80.45813,EasyGO1837
1838,Old Huron / Battler,43.395925,-80.460573,EasyGO1838
1839,Huron / Strasburg,43.392648,-80.46571,EasyGO1839
1840,Huron Heights S.S.,43.394878,-80.46784,EasyGO1840
1841,Strasburg / Battler,43.398702,-80.467292,EasyGO1841
1842,Strasburg / Trillium,43.400947,-80.467867,EasyGO1842
1843,1455 Strasburg Rd.,43.402655,-80.469412,EasyGO1843
1844,Strasburg / Mcintyre,43.404563,-80.473608,EasyGO1844
1845,Strasburg / Shoemaker,43.405985,-80.474382,EasyGO1845
1846,Bleams / Century Hill,43.408898,-80.46561,EasyGO1846
1847,Bleams / Homer Watson,43.41035,-80.459887,EasyGO1847
1848,Bleams / Otonabee,43.412212,-80.452405,EasyGO1848
1849,Bleams / Manitou,43.412547,-80.4501,EasyGO1849
1850,Manitou/Webster,43.416373,-80.450643,EasyGO1850
1851,Fairway / Food Basics,43.419483,-80.451733,EasyGO1851
1852,589 Fairway Rd. S.,43.419985,-80.448717,EasyGO1852
1853,Fairway / Wilson,43.42053,-80.445617,EasyGO1853
1854,Fairway / Wilson,43.420873,-80.444332,EasyGO1854
1855,500 Fairway Rd.,43.420382,-80.44735,EasyGO1855
1856,Fairway / Food Basics,43.41968,-80.451485,EasyGO1856
1857,Manitou / Fairway,43.418278,-80.45307,EasyGO1857
1858,Manitou / Webster,43.416423,-80.450942,EasyGO1858
1859,Manitou / Cress,43.415633,-80.449853,EasyGO1859
1860,Bleams / Manitou,43.412632,-80.450107,EasyGO1860
1861,Bleams / Otonabee,43.41229,-80.452637,EasyGO1861
1862,Bleams / Homer Watson,43.410487,-80.459917,EasyGO1862
1863,Bleams / Century Hill,43.408783,-80.466692,EasyGO1863
1864,Strasburg / Bleams,43.407643,-80.475013,EasyGO1864
1865,Strasburg / Old Country,43.411057,-80.476065,EasyGO1865
1866,Thaler / Fairway,43.434148,-80.431113,EasyGO1866
1867,Kinzie / Thaler,43.435477,-80.433197,EasyGO1867
1868,Kinzie / Obermeyer,43.434163,-80.43499,EasyGO1868
1869,Kinzie / Walker,43.433097,-80.436623,EasyGO1869
1870,Weber / Kinzie,43.432485,-80.43931,EasyGO1870
1871,Weber / Fergus,43.433675,-80.442185,EasyGO1871
1872,Weber / Arlington,43.433647,-80.444558,EasyGO1872
1873,Weber / Franklin,43.434513,-80.447507,EasyGO1873
1874,Weber / Euler,43.43561,-80.450977,EasyGO1874
1875,Weber / Wilfred,43.436287,-80.453045,EasyGO1875
1876,Weber / Ross,43.437128,-80.454733,EasyGO1876
1877,Montgomery / Weber,43.437745,-80.45874,EasyGO1877
1878,King / Montgomery,43.437505,-80.460237,EasyGO1878
